6.7571683303,False,29,Single(1),38
5.6879263596,Unknown,22,Single(1),37
8.75014717878,True,32,Single(1),39
9.5129466053,Unknown,21,Single(1),39
8.99926953484,True,18,Single(1),41
5.37486994756,Unknown,33,Single(1),37
6.9996768185,False,34,Single(1),40
5.7650881513,Unknown,29,Single(1),38
7.7492485093,Unknown,28,Single(1),39
6.9996768185,False,23,Single(1),39
4.06311948866,False,22,Single(1),31
6.0009827716399995,False,24,Single(1),38
8.19237765592,Unknown,24,Single(1),34
7.8043640748,False,33,Single(1),37
7.3744626639,True,28,Single(1),40
8.50102482272,Unknown,24,Single(1),39
7.0768386102,False,20,Single(1),40
7.50012615324,Unknown,24,Single(1),39
9.56365292556,Unknown,32,Single(1),40
6.9996768185,Unknown,40,Single(1),39
9.56144830294,True,32,Single(1),39
6.671188048119999,True,29,Single(1),37
5.5005334369,Unknown,22,Single(1),42
10.37495404972,Unknown,25,Single(1),39
6.9996768185,False,20,Single(1),39
6.75055446244,False,29,Single(1),38
6.0186197526,True,38,Single(1),36
6.2501051276999995,False,24,Single(1),37
7.936641432,Unknown,34,Single(1),39
6.56316153974,Unknown,28,Single(1),39
7.7492485093,True,32,Single(1),40
7.5618555866,Unknown,31,Single(1),42
6.37576861704,False,35,Single(1),37
10.06189763768,Unknown,28,Single(1),39
6.0627122049999995,True,22,Single(1),40
7.03936002566,False,25,Single(1),41
8.12623897732,True,21,Single(1),38
7.24438992932,False,24,Single(1),40
2.37437856174,Unknown,34,Single(1),31
5.56226287026,True,29,Single(1),37
8.11962510946,False,23,Single(1),41
7.7492485093,True,33,Single(1),40
8.3665428429,False,26,Single(1),43
8.98604179912,Unknown,20,Single(1),37
6.4374980503999994,False,28,Single(1),38
6.37576861704,Unknown,33,Single(1),37
10.24929056038,False,40,Single(1),38
6.37576861704,False,22,Single(1),36
6.9996768185,False,24,Single(1),38
7.200297476919999,False,27,Single(1),39
6.686620406459999,Unknown,20,Single(1),37
6.9996768185,True,20,Single(1),39
4.09398420534,False,21,Single(1),34
8.375361333379999,Unknown,24,Single(1),38
8.000575487979999,Unknown,35,Single(1),39
9.31232594688,Unknown,41,Single(1),41
7.43619209726,Unknown,16,Single(1),39
8.437090766739999,True,40,Single(1),38
7.8374334140999995,True,34,Single(1),38
7.87491199864,True,22,Single(1),41
9.62538235892,False,26,Single(1),42
8.29379029644,Unknown,31,Single(1),44
7.3744626639,True,25,Single(1),39
9.06320359082,Unknown,28,Single(1),38
7.62578964258,Unknown,25,Single(1),39
11.43758215256,False,33,Single(1),38
7.1870697412,False,21,Single(1),40
